"","plot","treat","background","focal","num_comp","num_seeds","fruit_date"
"1296",483,"D","PLER","FEMI",19,90,"19-May"
"1297",485,"D","FEMI","FEMI",150,78,"19-May"
"1298",485,"D","FEMI","FEMI",150,30,"19-May"
"1299",485,"D","FEMI","FEMI",150,65,"19-May"
"1300",485,"D","FEMI","FEMI",150,30,"19-May"
"1301",485,"D","FEMI","FEMI",150,51,"19-May"
"1302",485,"D","FEMI","FEMI",150,99,"19-May"
"1303",485,"D","FEMI","FEMI",130,40,"19-May"
"1304",485,"D","FEMI","FEMI",130,33,"19-May"
"1305",485,"D","FEMI","FEMI",130,27,"19-May"
"1306",485,"D","FEMI","FEMI",130,99,"19-May"
"1307",485,"D","FEMI","FEMI",130,48,"19-May"
"1308",486,"W","PLER","FEMI",75,48,"19-May"
"1309",486,"W","PLER","FEMI",85,70,"19-May"
"1310",486,"W","PLER","FEMI",100,297,"19-May"
"1311",486,"W","PLER","FEMI",29,93,"19-May"
"1312",487,"W","FEMI","FEMI",65,270,"19-May"
"1313",487,"W","FEMI","FEMI",65,32,"19-May"
"1314",487,"W","FEMI","FEMI",65,63,"19-May"
"1315",487,"W","FEMI","FEMI",65,78,"19-May"
"1316",487,"W","FEMI","FEMI",65,32,"19-May"
"1317",487,"W","FEMI","FEMI",35,32,"19-May"
"1318",487,"W","FEMI","FEMI",35,64,"19-May"
"1319",487,"W","FEMI","FEMI",35,34,"19-May"
"1320",487,"W","FEMI","FEMI",35,28,"19-May"
"1321",489,"W","SACO","FEMI",11,720,"20-May"
"1322",489,"W","SACO","FEMI",65,408,"20-May"
"1323",491,"D","SACO","FEMI",15,720,"20-May"
"1324",491,"D","HOMU","FEMI",6,186,"20-May"
"1325",492,"D","FEMI","FEMI",80,16,"20-May"
"1326",492,"D","FEMI","FEMI",80,24,"20-May"
"1327",492,"D","FEMI","FEMI",80,51,"20-May"
"1328",492,"D","FEMI","FEMI",80,63,"20-May"
"1329",492,"D","FEMI","FEMI",80,30,"20-May"
"1330",499,"W","HOMU","FEMI",4,258,"20-May"
"1331",499,"W","HOMU","FEMI",5,636,"25-May"
"1332",499,"W",NA,"FEMI",0,1056,"25-May"
"1333",500,"W","SACO","FEMI",100,216,"20-May"
"1334",500,"W","SACO","FEMI",24,234,"20-May"
"1335",500,"W","SACO","FEMI",180,258,"20-May"
"1336",500,"W","SACO","FEMI",120,150,"20-May"
"1337",500,"W","SACO","FEMI",180,270,"20-May"
"1338",501,"D","SACO","FEMI",85,246,"20-May"
"1339",501,"D","SACO","FEMI",37,552,"20-May"
"1340",501,"D","SACO","FEMI",45,828,"20-May"
"1341",502,"D","PLER","FEMI",26,192,"20-May"
"1342",502,"D","PLER","FEMI",26,74,"20-May"
"1343",504,"D","HOMU","FEMI",4,252,"20-May"
"1344",504,"D","HOMU","FEMI",8,528,"20-May"
"1345",505,"D","URLI","FEMI",160,552,"20-May"
"1346",505,"D","URLI","FEMI",95,624,"20-May"
"1347",505,"D","URLI","FEMI",95,1152,"20-May"
"1348",506,"W","SACO","FEMI",88,432,"20-May"
"1349",506,"W","SACO","FEMI",13,456,"20-May"
"1350",507,"W","SACO","FEMI",16,312,"20-May"
"1351",507,"W","PLER","FEMI",7,222,"20-May"
"1352",510,"W","URLI","FEMI",29,1512,"20-May"
"1353",513,"D","SACO","FEMI",55,63,"20-May"
"1354",515,"D","SACO","FEMI",75,276,"20-May"
"1355",515,"D","SACO","FEMI",90,138,"20-May"
"1356",515,"D","SACO","FEMI",60,351,"20-May"
"1357",515,"D","SACO","FEMI",15,240,"20-May"
"1358",516,"W","SACO","FEMI",34,36,"20-May"
"1359",516,"W","SACO","FEMI",63,54,"20-May"
"1360",518,"W","URLI","FEMI",31,324,"20-May"
"1361",519,"W","ACWR","FEMI",16,480,"26-May"
"1362",519,"W","ACWR","FEMI",15,396,"20-May"
"1363",519,"W","ACWR","FEMI",11,300,"20-May"
"1364",520,"W","ACWR","FEMI",35,360,"20-May"
"1365",520,"W","ACWR","FEMI",38,180,"20-May"
"1366",522,"D","URLI","FEMI",2,372,"5/20/19"
"1367",522,"D","URLI","FEMI",19,1332,"20-May"
"1368",524,"D","ACWR","FEMI",60,252,"20-May"
"1369",525,"D","SACO","FEMI",7,828,"20-May"
"1370",525,"D","SACO","FEMI",3,1632,"20-May"
"1371",526,"W","FEMI","FEMI",100,36,"20-May"
"1372",526,"W","FEMI","FEMI",100,78,"20-May"
"1373",526,"W","FEMI","FEMI",100,57,"20-May"
"1374",526,"W","FEMI","FEMI",100,21,"20-May"
"1375",526,"W","FEMI","FEMI",100,75,"20-May"
"1376",526,"W","FEMI","FEMI",150,54,"20-May"
"1377",526,"W","FEMI","FEMI",150,36,"20-May"
"1378",526,"W","FEMI","FEMI",150,45,"20-May"
"1379",526,"W","FEMI","FEMI",150,27,"20-May"
"1380",526,"W","FEMI","FEMI",150,75,"20-May"
"1381",528,"W","URLI","FEMI",8,3360,"20-May"
"1382",528,"W","URLI","FEMI",38,3024,"20-May"
"1383",530,"W","ACWR","FEMI",15,1128,"20-May"
"1384",530,"W","ACWR","FEMI",4,1152,"20-May"
"1385",531,"D","ACWR","FEMI",14,1656,"20-May"
"1386",531,"D","ACWR","FEMI",24,369,"20-May"
"1387",531,"D","ACWR","FEMI",23,660,"20-May"
"1388",533,"D","URLI","FEMI",8,792,"20-May"
"1389",537,"W","HOMU","FEMI",17,96,"20-May"
"1390",538,"W","ACWR","FEMI",29,354,"20-May"
"1391",538,"W","ACWR","FEMI",2,330,"20-May"
"1392",483,"D","PLER","FEMI",85,105,"19-May"
"1393",451,"D",NA,"FEMI",0,150,"20-May"
"1394",451,"D",NA,"FEMI",0,222,"20-May"
"1395",451,"D",NA,"FEMI",0,366,"20-May"
"1396",442,"D",NA,"FEMI",0,444,"20-May"
"1397",442,"D",NA,"FEMI",0,522,"20-May"
"1398",448,"W",NA,"FEMI",0,624,"20-May"
"1399",511,"D",NA,"FEMI",0,456,"20-May"
"1400",511,"D",NA,"FEMI",0,279,"20-May"
"1401",521,"D",NA,"FEMI",0,720,"20-May"
"1402",521,"D",NA,"FEMI",0,432,"20-May"
"1403",521,"D",NA,"FEMI",0,1632,"20-May"
"1404",521,"D",NA,"FEMI",0,2784,"20-May"
"1405",529,"W",NA,"FEMI",0,2928,"20-May"
"1406",529,"W",NA,"FEMI",0,4128,"20-May"
"1407",532,"D",NA,"FEMI",0,1488,"20-May"
"1408",532,"D",NA,"FEMI",0,1872,"20-May"
"1409",532,"D",NA,"FEMI",0,3600,"20-May"
"1410",490,"W",NA,"FEMI",0,4656,"20-May"
"1411",508,"W",NA,"FEMI",0,3408,""
"1412",404,"D","HOMU","URLI",16,25.43181818,"4/28/19"
"1413",404,"D","HOMU","URLI",14,127.1590909,"28-Apr"
"1414",407,"W","HOMU","URLI",9,101.7272727,"28-Apr"
"1415",407,"W","HOMU","URLI",8,152.5909091,"28-Apr"
"1416",407,"W","HOMU","URLI",1,76.29545455,"28-Apr"
"1417",407,"W","HOMU","URLI",2,50.86363636,"28-Apr"
"1418",408,"W","PLER","URLI",65,25.43181818,"4/22/19"
"1419",408,"W","PLER","URLI",37,25.43181818,"4/22/19"
"1420",409,"W","FEMI","URLI",29,50.86363636,"4/22/19"
"1421",409,"W","FEMI","URLI",18,50.86363636,"28-Apr"
"1422",411,"D","FEMI","URLI",43,25.43181818,"28-Apr"
"1423",411,"D","FEMI","URLI",13,101.7272727,"28-Apr"
"1424",411,"D","FEMI","URLI",20,76.29545455,"28-Apr"
"1425",411,"D","FEMI","URLI",28,25.43181818,"28-Apr"
"1426",412,"D","SACO","URLI",60,25.43181818,"4/22/19"
"1427",413,"D","HOMU","URLI",16,50.86363636,"28-Apr"
"1428",413,"D","HOMU","URLI",4,10,"28-Apr"
"1429",413,"D","HOMU","URLI",4,10,"28-Apr"
"1430",413,"D",NA,"URLI",0,152.5909091,"28-Apr"
"1431",413,"D","HOMU","URLI",20,25.43181818,"4/22/19"
"1432",414,"D","PLER","URLI",15,50.86363636,"28-Apr"
"1433",416,"W","SACO","URLI",55,25.43181818,"4/22/19"
"1434",416,"W","SACO","URLI",50,10,"28-Apr"
"1435",418,"W","FEMI","URLI",25,25.43181818,"28-Apr"
"1436",419,"W","PLER","URLI",22,76.29545455,"28-Apr"
"1437",419,"W","PLER","URLI",70,25.43181818,"28-Apr"
"1438",421,"D","HOMU","URLI",8,25.43181818,"28-Apr"
"1439",421,"D","HOMU","URLI",7,50.86363636,"4/28/19"
"1440",421,"D","HOMU","URLI",7,76.29545455,"28-Apr"
"1441",424,"D","ACWR","URLI",50,25.43181818,"28-Apr"
"1442",424,"D","ACWR","URLI",28,50.86363636,"28-Apr"
"1443",424,"D","ACWR","URLI",28,50.86363636,"28-Apr"
"1444",424,"D","ACWR","URLI",8,101.7272727,"28-Apr"
"1445",424,"D","ACWR","URLI",15,76.29545455,"4/28/19"
"1446",425,"D","FEMI","URLI",60,178.0227273,"28-Apr"
"1447",425,"D","FEMI","URLI",10,10,"28-Apr"
"1448",426,"W","PLER","URLI",12,76.29545455,"28-Apr"
"1449",426,"W","PLER","URLI",64,25.43181818,"4/22/19"
"1450",427,"W","HOMU","URLI",3,50.86363636,"28-Apr"
"1451",427,"W","HOMU","URLI",8,25.43181818,"28-Apr"
"1452",427,"W","HOMU","URLI",3,50.86363636,"28-Apr"
"1453",427,"W","HOMU","URLI",3,50.86363636,"28-Apr"
"1454",427,"W","HOMU","URLI",7,76.29545455,"28-Apr"
"1455",428,"W","URLI","URLI",170,25.43181818,"28-Apr"
"1456",428,"W","URLI","URLI",170,25.43181818,"28-Apr"
"1457",428,"W","URLI","URLI",170,25.43181818,"28-Apr"
"1458",428,"W","URLI","URLI",170,25.43181818,"28-Apr"
"1459",428,"W","URLI","URLI",200,101.7272727,"28-Apr"
"1460",428,"W","URLI","URLI",200,25.43181818,"28-Apr"
"1461",428,"W","URLI","URLI",200,101.7272727,"28-Apr"
"1462",428,"W","URLI","URLI",200,127.1590909,"28-Apr"
"1463",428,"W","URLI","URLI",200,25.43181818,"28-Apr"
"1464",428,"W","URLI","URLI",200,127.1590909,"28-Apr"
"1465",428,"W","URLI","URLI",200,101.7272727,"28-Apr"
"1466",430,"W","SACO","URLI",8,50.86363636,"28-Apr"
"1467",431,"D","URLI","URLI",150,10,"28-Apr"
"1468",431,"D","URLI","URLI",150,10,"28-Apr"
"1469",431,"D","URLI","URLI",150,10,"28-Apr"
"1470",431,"D","URLI","URLI",150,10,"28-Apr"
"1471",431,"D","URLI","URLI",150,10,"28-Apr"
"1472",431,"D","URLI","URLI",150,10,"28-Apr"
"1473",431,"D","URLI","URLI",150,10,"28-Apr"
"1474",431,"D","URLI","URLI",150,10,"28-Apr"
"1475",433,"D","HOMU","URLI",7,25.43181818,"4/22/19"
"1476",433,"D","HOMU","URLI",5,25.43181818,"28-Apr"
"1477",433,"D","HOMU","URLI",6,50.86363636,"28-Apr"
"1478",435,"D","PLER","URLI",75,25.43181818,"28-Apr"
"1479",436,"W","URLI","URLI",55,76.29545455,"28-Apr"
"1480",436,"W","URLI","URLI",55,25.43181818,"28-Apr"
"1481",436,"W","URLI","URLI",55,50.86363636,"28-Apr"
"1482",436,"W","URLI","URLI",55,76.29545455,"28-Apr"
"1483",436,"W","URLI","URLI",55,25.43181818,"28-Apr"
"1484",436,"W","URLI","URLI",55,50.86363636,"28-Apr"
"1485",437,"W","ACWR","URLI",11,101.7272727,"28-Apr"
"1486",437,"W","ACWR","URLI",10,152.5909091,"28-Apr"
"1487",444,"D","URLI","URLI",120,25.43181818,"28-Apr"
"1488",444,"D","URLI","URLI",120,25.43181818,"28-Apr"
"1489",444,"D","URLI","URLI",120,25.43181818,"28-Apr"
"1490",444,"D","URLI","URLI",120,25.43181818,"28-Apr"
"1491",444,"D","URLI","URLI",120,50.86363636,"28-Apr"
"1492",444,"D","URLI","URLI",120,50.86363636,"28-Apr"
"1493",444,"D","URLI","URLI",120,25.43181818,"28-Apr"
"1494",444,"D","URLI","URLI",100,25.43181818,"28-Apr"
"1495",444,"D","URLI","URLI",100,25.43181818,"28-Apr"
"1496",444,"D","URLI","URLI",100,25.43181818,"28-Apr"
"1497",444,"D","URLI","URLI",100,50.86363636,"28-Apr"
"1498",444,"D","URLI","URLI",100,50.86363636,"28-Apr"
"1499",444,"D","URLI","URLI",100,25.43181818,"28-Apr"
"1500",445,"D","SACO","URLI",34,50.86363636,"28-Apr"
"1501",445,"D","PLER","URLI",11,101.7272727,"4/22/19"
"1502",445,"D","PLER","URLI",7,76.29545455,"4/22/19"
"1503",447,"W","ACWR","URLI",22,25.43181818,"4/22/19"
"1504",447,"W","ACWR","URLI",44,25.43181818,"28-Apr"
"1505",447,"W","ACWR","URLI",10,101.7272727,"28-Apr"
"1506",449,"W","ACWR","URLI",40,25.43181818,"28-Apr"
"1507",449,"W","ACWR","URLI",17,50.86363636,"28-Apr"
"1508",452,"D","ACWR","URLI",33,10,"28-Apr"
"1509",452,"D","ACWR","URLI",80,10,"28-Apr"
"1510",452,"D","ACWR","URLI",80,25.43181818,"28-Apr"
"1511",456,"W","URLI","URLI",26,25.43181818,"28-Apr"
"1512",456,"W","URLI","URLI",26,25.43181818,"28-Apr"
"1513",456,"W","URLI","URLI",26,25.43181818,"28-Apr"
"1514",456,"W","URLI","URLI",26,25.43181818,"28-Apr"
"1515",456,"W","URLI","URLI",26,25.43181818,"28-Apr"
"1516",456,"W","URLI","URLI",26,50.86363636,"28-Apr"
"1517",456,"W","URLI","URLI",26,50.86363636,"28-Apr"
"1518",456,"W","URLI","URLI",40,50.86363636,"28-Apr"
"1519",457,"W","ACWR","URLI",7,25.43181818,"4/22/19"
"1520",457,"W","ACWR","URLI",17,127.1590909,"28-Apr"
"1521",459,"W","FEMI","URLI",85,10,"28-Apr"
"1522",462,"D","ACWR","URLI",17,101.7272727,"28-Apr"
"1523",462,"D","ACWR","URLI",17,50.86363636,"28-Apr"
"1524",462,"D","ACWR","URLI",37,50.86363636,"28-Apr"
"1525",464,"D","FEMI","URLI",140,50.86363636,"28-Apr"
"1526",464,"D","FEMI","URLI",130,10,"28-Apr"
"1527",467,"W","PLER","URLI",115,25.43181818,"28-Apr"
"1528",467,"W","ACWR","URLI",15,25.43181818,"4/22/19"
"1529",468,"W","HOMU","URLI",10,25.43181818,"28-Apr"
"1530",468,"W","HOMU","URLI",10,25.43181818,"28-Apr"
"1531",468,"W","HOMU","URLI",5,25.43181818,"28-Apr"
"1532",470,"W","FEMI","URLI",33,25.43181818,"28-Apr"
"1533",470,"W","FEMI","URLI",65,25.43181818,"4/22/19"
"1534",475,"D","HOMU","URLI",19,25.43181818,"4/22/19"
"1535",475,"D","HOMU","URLI",16,25.43181818,"4/22/19"
"1536",477,"W","HOMU","URLI",8,50.86363636,"28-Apr"
"1537",477,"W","HOMU","URLI",5,127.1590909,"28-Apr"
"1538",480,"W","ACWR","URLI",5,152.5909091,"28-Apr"
"1539",480,"W","ACWR","URLI",1,25.43181818,"4/22/19"
"1540",481,"D","PLER","URLI",105,10,"4/22/19"
"1541",481,"D","PLER","URLI",150,25.43181818,"4/22/19"
"1542",481,"D","PLER","URLI",95,10,"28-Apr"
"1543",481,"D","PLER","URLI",95,10,"4/22/19"
"1544",482,"D","HOMU","URLI",11,50.86363636,"28-Apr"
"1545",482,"D","HOMU","URLI",13,50.86363636,"28-Apr"
"1546",483,"D","PLER","URLI",115,25.43181818,"28-Apr"
"1547",483,"D","PLER","URLI",33,203.4545455,"28-Apr"
"1548",483,"D","PLER","URLI",44,50.86363636,"28-Apr"
"1549",483,"D","PLER","URLI",30,25.43181818,"28-Apr"
"1550",485,"D","FEMI","URLI",23,25.43181818,"4/22/19"
"1551",485,"D","FEMI","URLI",55,25.43181818,"4/22/19"
"1552",485,"D","FEMI","URLI",25,25.43181818,"4/22/19"
"1553",485,"D","FEMI","URLI",85,25.43181818,"4/22/19"
"1554",485,"D","FEMI","URLI",100,25.43181818,"4/22/19"
"1555",486,"W","PLER","URLI",75,25.43181818,"4/28/19"
"1556",486,"W","PLER","URLI",45,25.43181818,"28-Apr"
"1557",486,"W","PLER","URLI",14,50.86363636,"28-Apr"
"1558",487,"W","PLER","URLI",80,101.7272727,"28-Apr"
"1559",487,"W","PLER","URLI",23,25.43181818,"28-Apr"
"1560",487,"W","FEMI","URLI",30,50.86363636,"28-Apr"
"1561",489,"W","SACO","URLI",63,25.43181818,"28-Apr"
"1562",489,"W","SACO","URLI",15,50.86363636,"28-Apr"
"1563",491,"D","HOMU","URLI",13,25.43181818,"28-Apr"
"1564",491,"D","SACO","URLI",12,25.43181818,"28-Apr"
"1565",491,"D","SACO","URLI",10,25.43181818,"4/22/19"
"1566",491,"D","SACO","URLI",1,25.43181818,"28-Apr"
"1567",492,"D","FEMI","URLI",20,25.43181818,"28-Apr"
"1568",492,"D","FEMI","URLI",80,25.43181818,"28-Apr"
"1569",492,"D","FEMI","URLI",90,10,"28-Apr"
"1570",499,"W","HOMU","URLI",3,50.86363636,"28-Apr"
"1571",499,"W","HOMU","URLI",16,25.43181818,"28-Apr"
"1572",499,"W","HOMU","URLI",3,50.86363636,"28-Apr"
"1573",499,"W","HOMU","URLI",3,25.43181818,"20-Jun"
"1574",499,"W","HOMU","URLI",15,25.43181818,"4/22/19"
"1575",499,"W","HOMU","URLI",2,50.86363636,"4/22/19"
"1576",500,"W","SACO","URLI",60,25.43181818,"4/22/19"
"1577",500,"W","SACO","URLI",75,10,"28-Apr"
"1578",500,"W","SACO","URLI",130,10,"28-Apr"
"1579",500,"W","SACO","URLI",150,10,"28-Apr"
"1580",501,"D","SACO","URLI",100,50.86363636,"28-Apr"
"1581",501,"D","SACO","URLI",40,50.86363636,"28-Apr"
"1582",501,"D","SACO","URLI",65,1093.568182,"28-Apr"
"1583",501,"D","SACO","URLI",65,76.29545455,"28-Apr"
"1584",502,"D","PLER","URLI",31,228.8863636,"28-Apr"
"1585",502,"D","PLER","URLI",25,25.43181818,"28-Apr"
"1586",504,"D","HOMU","URLI",5,25.43181818,"28-Apr"
"1587",504,"D","HOMU","URLI",1,25.43181818,"28-Apr"
"1588",504,"D","HOMU","URLI",1,50.86363636,"28-Apr"
"1589",504,"D","HOMU","URLI",6,50.86363636,"28-Apr"
"1590",505,"D","URLI","URLI",84,25.43181818,"28-Apr"
"1591",505,"D","URLI","URLI",84,25.43181818,"28-Apr"
"1592",505,"D","URLI","URLI",84,25.43181818,"28-Apr"
"1593",505,"D","URLI","URLI",84,25.43181818,"28-Apr"
"1594",505,"D","URLI","URLI",84,25.43181818,"28-Apr"
"1595",505,"D","URLI","URLI",84,25.43181818,"28-Apr"
"1596",506,"W","SACO","URLI",6,864.6818182,"28-Apr"
"1597",506,"W","SACO","URLI",19,457.7727273,"28-Apr"
"1598",507,"W","SACO","URLI",15,813.8181818,"28-Apr"
"1599",507,"W","PLER","URLI",7,101.7272727,"28-Apr"
"1600",510,"W","URLI","URLI",45,50.86363636,"28-Apr"
"1601",512,"D","URLI","URLI",23,10,"28-Apr"
"1602",515,"D","SACO","URLI",65,25.43181818,"28-Apr"
"1603",515,"D","SACO","URLI",90,50.86363636,"28-Apr"
"1604",515,"D","SACO","URLI",90,25.43181818,"28-Apr"
"1605",515,"D","SACO","URLI",35,76.29545455,"28-Apr"
"1606",515,"D","SACO","URLI",35,76.29545455,"28-Apr"
"1607",518,"W","URLI","URLI",10,25.43181818,"28-Apr"
"1608",518,"W","URLI","URLI",10,25.43181818,"28-Apr"
"1609",518,"W","URLI","URLI",10,25.43181818,"28-Apr"
"1610",518,"W","URLI","URLI",10,25.43181818,"28-Apr"
"1611",518,"W","URLI","URLI",10,25.43181818,"28-Apr"
"1612",518,"W","URLI","URLI",10,25.43181818,"28-Apr"
"1613",518,"W","URLI","URLI",29,76.29545455,"28-Apr"
"1614",518,"W","URLI","URLI",29,25.43181818,"28-Apr"
"1615",518,"W","URLI","URLI",29,76.29545455,"28-Apr"
"1616",518,"W","URLI","URLI",29,76.29545455,"28-Apr"
"1617",519,"W","ACWR","URLI",36,50.86363636,"28-Apr"
"1618",519,"W","ACWR","URLI",13,25.43181818,"28-Apr"
"1619",519,"W","ACWR","URLI",14,101.7272727,"28-Apr"
"1620",519,"W","ACWR","URLI",14,76.29545455,"28-Apr"
"1621",520,"W","ACWR","URLI",25,50.86363636,"28-Apr"
"1622",520,"W","ACWR","URLI",40,10,"28-Apr"
"1623",522,"D","URLI","URLI",2,25.43181818,"28-Apr"
"1624",522,"D","URLI","URLI",2,76.29545455,"28-Apr"
"1625",522,"D","URLI","URLI",32,25.43181818,"28-Apr"
"1626",522,"D","URLI","URLI",32,25.43181818,"28-Apr"
"1627",522,"D","URLI","URLI",32,25.43181818,"28-Apr"
"1628",522,"D","URLI","URLI",32,25.43181818,"28-Apr"
"1629",522,"D","URLI","URLI",32,25.43181818,"28-Apr"
"1630",522,"D","URLI","URLI",32,127.1590909,"28-Apr"
"1631",522,"D","URLI","URLI",32,127.1590909,"28-Apr"
"1632",524,"D","ACWR","URLI",44,50.86363636,"28-Apr"
"1633",524,"D","ACWR","URLI",23,25.43181818,"28-Apr"
"1634",525,"D","SACO","URLI",5,305.1818182,"28-Apr"
"1635",525,"D","SACO","URLI",6,50.86363636,"28-Apr"
"1636",526,"W","FEMI","URLI",50,10,"28-Apr"
"1637",526,"W","FEMI","URLI",150,25.43181818,"28-Apr"
"1638",528,"W","URLI","URLI",30,25.43181818,"28-Apr"
"1639",528,"W","URLI","URLI",30,25.43181818,"28-Apr"
"1640",528,"W","URLI","URLI",30,25.43181818,"28-Apr"
"1641",528,"W","URLI","URLI",30,25.43181818,"28-Apr"
"1642",528,"W","URLI","URLI",30,25.43181818,"28-Apr"
"1643",528,"W","URLI","URLI",30,25.43181818,"28-Apr"
"1644",528,"W","URLI","URLI",95,25.43181818,"28-Apr"
"1645",528,"W","URLI","URLI",95,25.43181818,"28-Apr"
"1646",528,"W","URLI","URLI",95,25.43181818,"28-Apr"
"1647",528,"W","URLI","URLI",95,25.43181818,"28-Apr"
"1648",528,"W","URLI","URLI",95,25.43181818,"28-Apr"
"1649",528,"W","URLI","URLI",95,25.43181818,"28-Apr"
"1650",530,"W","ACWR","URLI",6,101.7272727,"28-Apr"
"1651",530,"W","ACWR","URLI",16,76.29545455,"28-Apr"
"1652",531,"D","ACWR","URLI",24,25.43181818,"28-Apr"
"1653",531,"D","ACWR","URLI",20,76.29545455,"28-Apr"
"1654",531,"D","ACWR","URLI",24,178.0227273,"28-Apr"
"1655",533,"D","URLI","URLI",9,25.43181818,"28-Apr"
"1656",533,"D","URLI","URLI",9,25.43181818,"28-Apr"
"1657",533,"D","URLI","URLI",9,25.43181818,"28-Apr"
"1658",533,"D","URLI","URLI",9,25.43181818,"28-Apr"
"1659",533,"D","URLI","URLI",9,25.43181818,"28-Apr"
"1660",533,"D","URLI","URLI",9,25.43181818,"28-Apr"
"1661",451,"D",NA,"URLI",0,279.75,"28-Apr"
"1662",451,"D",NA,"URLI",0,305.1818182,"28-Apr"
"1663",451,"D",NA,"URLI",0,50.86363636,"28-Apr"
"1664",442,"D",NA,"URLI",0,279.75,"28-Apr"
"1665",466,"W",NA,"URLI",0,127.1590909,"28-Apr"
"1666",494,"D",NA,"URLI",0,101.7272727,"28-Apr"
"1667",521,"D",NA,"URLI",0,76.29545455,"28-Apr"
"1668",529,"W",NA,"URLI",0,1322.454545,"28-Apr"
"1669",529,"W",NA,"URLI",0,712.0909091,"28-Apr"
"1670",332,"D",NA,"URLI",0,76.29545455,"28-Apr"
"1671",332,"D",NA,"URLI",0,203.4545455,"28-Apr"
"1672",508,"W",NA,"URLI",0,1093.568182,"28-Apr"
"1673",508,"W",NA,"URLI",0,1119,"28-Apr"
"1674",448,"W",NA,"URLI",0,178.0227273,"28-Apr"
"1675",448,"W",NA,"URLI",0,76.29545455,"28-Apr"
"1676",532,"D",NA,"URLI",0,203.4545455,""
"1677",532,"D",NA,"URLI",0,406.9090909,""
